,index,Date,Home Price Index,GDP(in Billions),Inflation Rate,Unemployment Rate,Population Growth
377,377,2018-06-01,202.239,20580.912,2.9,4.0,0.526435395564053
378,378,2018-07-01,202.91,20798.73,2.9,3.8,0.526435395564053
379,379,2018-08-01,203.65599999999998,20798.73,2.7,3.8,0.526435395564053
380,380,2018-09-01,204.313,20798.73,2.3,3.7,0.526435395564053
381,381,2018-10-01,205.079,20917.867,2.5,3.8,0.526435395564053
382,382,2018-11-01,205.65200000000002,20917.867,2.2,3.8,0.526435395564053
383,383,2018-12-01,206.142,20917.867,1.9,3.9,0.526435395564053
384,384,2019-01-01,206.535,21104.133,1.6,4.0,0.455381285963537
385,385,2019-02-01,206.86,21104.133,1.5,3.8,0.455381285963537
386,386,2019-03-01,207.08,21104.133,1.9,3.8,0.455381285963537
387,387,2019-04-01,207.533,21384.775,2.0,3.7,0.455381285963537
388,388,2019-05-01,208.15,21384.775,1.8,3.6,0.455381285963537
389,389,2019-06-01,208.644,21384.775,1.6,3.6,0.455381285963537
390,390,2019-07-01,209.24900000000002,21694.282,1.8,3.7,0.455381285963537
391,391,2019-08-01,210.023,21694.282,1.7,3.6,0.455381285963537
392,392,2019-09-01,210.83599999999998,21694.282,1.7,3.5,0.455381285963537
393,393,2019-10-01,211.729,21902.39,1.8,3.6,0.455381285963537
394,394,2019-11-01,212.771,21902.39,2.1,3.6,0.455381285963537
395,395,2019-12-01,213.938,21902.39,2.3,3.6,0.455381285963537
396,396,2020-01-01,215.03099999999998,21706.513,2.5,3.6,0.968999515833015
397,397,2020-02-01,215.89700000000002,21706.513,2.3,3.5,0.968999515833015
398,398,2020-03-01,216.457,21706.513,1.5,4.4,0.968999515833015
399,399,2020-04-01,216.858,19913.143,0.3,14.8,0.968999515833015
400,400,2020-05-01,216.99900000000002,19913.143,0.1,13.2,0.968999515833015
401,401,2020-06-01,217.577,19913.143,0.6,11.0,0.968999515833015
402,402,2020-07-01,219.287,21647.64,1.0,10.2,0.968999515833015
403,403,2020-08-01,222.26,21647.64,1.3,8.4,0.968999515833015
404,404,2020-09-01,225.72299999999998,21647.64,1.4,7.8,0.968999515833015
405,405,2020-10-01,229.649,22024.502,1.2,6.8,0.968999515833015
406,406,2020-11-01,233.218,22024.502,1.2,6.7,0.968999515833015
407,407,2020-12-01,236.542,22024.502,1.4,6.7,0.968999515833015
408,408,2021-01-01,239.68,22600.185,1.4,6.4,0.157342694282194
409,409,2021-02-01,242.428,22600.185,1.7,6.2,0.157342694282194
410,410,2021-03-01,245.541,22600.185,2.6,6.1,0.157342694282194
411,411,2021-04-01,249.125,23292.362,4.2,6.1,0.157342694282194
412,412,2021-05-01,253.419,23292.362,5.0,5.8,0.157342694282194
413,413,2021-06-01,258.246,23292.362,5.4,5.9,0.157342694282194
414,414,2021-07-01,262.616,23828.973,5.4,5.4,0.157342694282194
415,415,2021-08-01,266.582,23828.973,5.3,5.1,0.157342694282194
416,416,2021-09-01,270.166,23828.973,5.4,4.7,0.157342694282194
417,417,2021-10-01,273.546,24654.603,6.2,4.5,0.157342694282194
418,418,2021-11-01,277.262,24654.603,6.8,4.1,0.157342694282194
419,419,2021-12-01,281.486,24654.603,7.0,3.9,0.157342694282194
420,420,2022-01-01,286.172,25029.116,7.5,4.0,0.367472693654024
421,421,2022-02-01,291.242,25029.116,7.9,3.8,0.367472693654024
422,422,2022-03-01,296.512,25029.116,8.5,3.6,0.367472693654024
423,423,2022-04-01,300.584,25544.273,8.3,3.7,0.367472693654024
424,424,2022-05-01,303.704,25544.273,8.6,3.6,0.367472693654024
425,425,2022-06-01,304.468,25544.273,9.1,3.6,0.367472693654024
426,426,2022-07-01,303.505,25994.639,8.5,3.5,0.367472693654024
427,427,2022-08-01,301.029,25994.639,8.3,3.6,0.367472693654024
428,428,2022-09-01,299.006,25994.639,8.2,3.5,0.367472693654024
429,429,2022-10-01,298.612,26408.405,7.7,3.6,0.367472693654024
430,430,2022-11-01,298.332,26408.405,7.1,3.6,0.367472693654024
431,431,2022-12-01,297.628,26408.405,6.5,3.5,0.367472693654024
432,432,2023-01-01,297.43,26813.601,6.4,3.4,0.491924871690548
433,433,2023-02-01,297.73900000000003,26813.601,6.0,3.6,0.925483968943482
434,434,2023-03-01,298.796,26813.601,5.0,3.5,0.925483968943482
435,435,2023-04-01,300.262,27063.012,4.9,3.4,0.925483968943482
436,436,2023-05-01,302.48900000000003,27063.012,4.0,3.7,0.925483968943482
437,437,2023-06-01,304.343,27063.012,3.0,3.6,0.925483968943482
438,438,2023-07-01,306.45099999999996,27610.128,3.2,3.5,0.925483968943482
439,439,2023-08-01,308.83,27610.128,3.7,3.8,0.925483968943482
440,440,2023-09-01,310.894,27610.128,3.7,3.8,0.925483968943482
441,441,2023-10-01,312.756,27956.998,3.2,3.8,0.925483968943482
442,442,2023-11-01,313.632,27956.998,3.1,3.7,0.925483968943482
443,443,2023-12-01,314.443,27956.998,3.4,3.7,0.925483968943482
444,444,2024-01-01,315.728,28269.174,3.1,3.7,0.925483968943482
445,445,2024-02-01,317.257,13142.642,3.2,3.9,0.925483968943482
446,446,2024-03-01,318.217,13142.642,3.5,3.8,0.925483968943482
447,447,2024-04-01,319.048,13142.642,3.4,3.9,0.925483968943482
